time,climate,response,phase
904,-1.222401,0.340106,pre
905,-1.15839,0.6617,pre
906,-0.792895,0.171991,pre
907,-0.711462,0.406958,pre
908,-0.612957,0.412302,pre
909,-0.585238,0.359376,pre
910,-0.635894,0.244777,pre
911,-0.664455,0.408805,pre
912,-0.852998,0.410067,pre
913,-1.110171,0.514713,pre
914,-1.063831,0.420967,pre
915,-0.774407,0.49157,pre
916,-0.4493,0.298049,pre
917,-0.437428,0.361858,pre
918,-1.339068,0.456916,pre
919,-1.059494,0.380323,pre
920,-0.489545,0.299572,pre
921,-1.103555,0.551484,pre
922,-1.23399,0.334075,pre
923,-0.67358,0.247043,pre
924,-0.383098,0.408312,pre
925,-0.325391,0.431357,pre
926,-0.668362,0.495753,pre
927,-0.614074,0.284825,pre
928,-0.646265,0.340722,pre
929,-0.782984,0.28008,pre
930,-1.613448,0.483151,pre
931,-0.572267,0.396069,pre
932,-0.852058,0.45587,pre
933,-0.493466,0.464657,pre
934,-0.894256,0.340053,pre
935,-1.137613,0.411087,pre
936,-0.408998,0.222427,pre
937,-0.666191,0.394131,pre
938,0.171176,0.498215,pre
939,-0.464755,0.302194,pre
940,-0.42242,0.233891,pre
941,-0.484377,0.24045,pre
942,-0.816859,0.312545,pre
943,-0.749193,0.506309,pre
944,-0.382099,0.376051,pre
945,-0.373646,0.282236,pre
946,-0.481948,0.423517,pre
947,-0.864501,0.223512,pre
948,-0.186775,0.349115,pre
949,-0.939615,0.514006,pre
950,-0.696089,0.339366,pre
951,0.003692,0.516623,pre
952,-0.436238,0.635139,pre
953,-0.314192,0.326008,pre
954,-0.452151,0.290403,pre
955,-0.78481,0.303213,pre
956,-0.674545,0.47468,pre
957,-0.473127,0.484412,pre
958,-1.235742,0.560634,pre
959,-0.704706,0.51342,pre
960,-0.282108,0.543189,pre
961,-0.545318,0.572007,pre
962,-0.530483,0.431181,pre
963,-0.23100299999999999,0.351018,pre
964,-0.573205,0.346923,pre
965,-0.268578,0.484115,pre
966,-0.769959,0.626236,pre
967,-0.709785,0.632352,pre
968,-0.8099,0.267664,pre
969,-0.358679,0.355201,pre
970,-0.419656,0.652634,pre
971,0.004056,0.347786,pre
972,-0.355088,0.280566,pre
973,0.005619,0.50232,pre
974,0.165363,0.674897,pre
975,-0.431752,0.746017,pre
976,-0.199932,0.477484,pre
977,-0.496243,0.568674,pre
978,-0.088454,0.525011,pre
979,-0.530782,0.45996,pre
980,-0.505308,0.206827,pre
981,-0.164301,0.562476,pre
982,-0.201568,0.411811,pre
983,-0.146351,0.588932,pre
984,-0.182376,0.397764,pre
985,-0.319542,0.325146,pre
986,-0.207574,0.6187,pre
987,0.242403,0.482218,pre
988,-0.154699,1.239949,pre
989,-0.467413,0.604928,pre
990,-0.336473,0.641516,pre
991,-0.38831,0.68848,pre
992,-0.325384,0.432942,pre
993,-0.403122,0.463793,pre
994,-0.731789,0.700777,pre
995,0.104476,0.717663,pre
996,0.114766,0.642646,pre
997,-0.10034,0.482003,pre
998,-0.206079,0.919654,pre
999,-0.215611,0.415793,pre
1000,0.099684,0.467648,pre
1001,0.069207,0.989501,pre
1002,0.130541,0.582802,pre
1003,0.0389,0.681112,pre
1004,0.20499,0.643987,pre
1005,0.170574,0.466936,pre
1006,0.214905,0.483166,pre
1007,0.211842,0.610567,pre
1008,0.515833,0.314069,pre
1009,-0.150902,0.494741,pre
1010,0.502414,0.800998,pre
1011,0.054238,0.594365,pre
1012,0.13398,0.579199,pre
1013,0.182908,0.763419,pre
1014,0.062969,0.57748,pre
1015,-0.45107,0.740544,pre
1016,0.121477,0.461132,pre
1017,0.222353,0.499541,pre
1018,-0.210161,0.443375,pre
1019,0.373984,0.665909,pre
1020,0.099371,0.622564,pre
1021,0.622777,1.019919,pre
1022,0.339169,0.723863,pre
1023,0.087824,1.021359,pre
1024,0.338975,1.210357,pre
1025,0.373413,0.614415,pre
1026,0.548955,0.807575,pre
1027,0.293601,0.632125,pre
1028,-0.163701,0.982229,pre
1029,0.031495,0.561602,pre
1030,0.153812,0.55528,pre
1031,0.486345,0.85335,pre
1032,0.320165,0.8324,pre
1033,0.249314,0.903602,pre
1034,0.203153,0.89618,pre
1035,0.464203,0.724461,pre
1036,0.224258,0.75979,pre
1037,0.348903,1.176586,pre
1038,0.224586,0.788529,pre
1039,0.12364,0.62559,pre
1040,0.72055,0.728775,pre
1041,0.163353,0.656716,pre
1042,0.52188,0.771646,pre
1043,0.372393,0.687435,pre
1044,0.260562,0.475402,pre
1045,0.600655,1.148926,pre
1046,0.639678,1.147242,pre
1047,0.873042,0.888879,pre
1048,0.648575,0.83312,pre
1049,0.542956,0.860078,pre
1050,1.238402,1.150746,pre
1051,0.435334,1.104875,pre
1052,0.357134,1.110934,pre
1053,0.484081,1.048574,pre
1054,0.600088,1.164557,pre
1055,0.787532,1.207014,pre
1056,0.751017,1.214162,pre
1057,0.630148,1.185719,pre
1058,0.451871,1.600611,pre
1059,0.957165,0.862481,pre
1060,0.913618,1.634074,pre
1061,0.512558,1.010913,pre
1062,0.874345,1.1476,pre
1063,0.824057,1.309163,pre
1064,0.981614,1.162219,pre
1065,0.766376,0.613946,pre
1066,0.452246,1.092354,pre
1067,0.946566,1.253138,pre
1068,0.572072,0.79685,pre
1069,0.894245,1.589535,pre
1070,1.188883,1.132134,pre
1071,0.423755,1.917848,pre
1072,1.176766,1.444387,pre
1073,1.132281,1.075974,pre
1074,0.669393,1.463222,pre
1075,0.746199,1.356478,pre
1076,0.644877,1.730996,pre
1077,0.680941,1.433377,pre
1078,0.975504,0.776005,pre
1079,0.612788,0.979804,pre
1080,0.796745,1.102889,pre
1081,0.815019,1.686964,pre
1082,0.833383,1.375837,pre
1083,0.909285,1.266921,pre
1084,1.269327,1.271115,pre
1085,0.763474,1.45269,pre
1086,0.683571,1.310736,pre
1087,1.086208,1.383365,pre
1088,0.988959,1.275536,pre
1089,0.958352,1.189923,pre
1090,1.052574,1.98956,pre
1091,0.557123,1.282822,pre
1092,1.181065,1.671149,pre
1093,1.033711,1.511291,pre
1094,1.162905,1.196459,pre
1095,0.780147,1.745533,pre
1096,0.473844,1.887411,pre
1097,0.817586,2.510226,pre
1098,0.716279,1.923132,pre
1099,1.502789,1.603786,pre
1100,0.84769,3.549052,pre
1101,0.900946,1.564008,pre
1102,1.224266,1.504948,pre
1103,1.117114,1.613003,pre
1104,1.133648,2.034105,pre
1105,1.627011,2.079262,pre
1106,1.01316,2.18474,pre
1107,1.450821,2.035816,pre
1108,1.040698,1.535659,pre
1109,0.6151,2.689678,pre
1110,0.425475,2.537936,pre
1111,1.146985,1.637248,pre
1112,0.736873,2.605157,pre
1113,0.999145,2.24866,pre
1114,1.434722,2.563602,pre
1115,1.07891,1.955984,pre
1116,0.921837,1.645424,pre
1117,0.513807,2.421709,pre
1118,0.795971,1.823901,pre
1119,0.853254,2.498477,pre
1120,1.169078,2.905644,pre
1121,1.119601,1.537543,pre
1122,1.00278,3.257291,pre
1123,1.044745,3.225624,pre
1124,0.92789,1.866351,pre
1125,1.007557,2.246487,pre
1126,1.06784,2.007779,pre
1127,1.111974,2.222363,pre
1128,1.456196,2.853911,pre
1129,0.720731,1.769732,pre
1130,1.366729,2.226434,pre
1131,1.165037,2.198352,pre
1132,0.609801,2.138556,pre
1133,0.925689,2.262557,pre
1134,0.836276,3.555745,pre
1135,0.758865,2.022684,pre
1136,0.60599,2.014149,pre
1137,0.865126,3.085274,pre
1138,0.877846,2.859914,pre
1139,0.903678,2.574297,pre
1140,0.467009,3.028081,pre
1141,1.090231,1.847499,pre
1142,1.163856,3.319641,pre
1143,1.171938,2.736132,pre
1144,1.164317,3.355323,pre
1145,1.01871,1.987592,pre
1146,1.332469,1.717351,pre
1147,0.742914,2.410594,pre
1148,0.651871,2.0351,pre
1149,1.039324,4.551547,pre
1150,1.061263,2.138914,pre
1151,0.760469,2.379204,pre
1152,0.952142,3.324916,pre
1153,1.019561,3.354918,pre
1154,1.029248,2.882526,pre
1155,1.148916,4.846957,pre
1156,1.158424,2.790953,pre
1157,0.31303,4.320448,pre
1158,1.34724,2.800708,pre
1159,1.024107,1.854084,pre
1160,0.762237,1.590952,pre
1161,0.620749,3.099224,pre
1162,1.120107,2.205483,pre
1163,0.97016,2.823928,pre
1164,1.151814,4.581028,pre
1165,0.861228,2.902727,pre
1166,0.809304,2.386139,pre
1167,1.424279,1.690945,pre
1168,0.348528,2.321117,pre
1169,0.948723,2.515771,pre
1170,0.940531,3.548658,pre
1171,0.947202,2.778865,pre
1172,0.970131,2.672877,pre
1173,0.754431,3.035831,pre
1174,1.107911,2.408691,pre
1175,0.195448,2.690138,pre
1176,0.600175,2.736758,pre
1177,0.764204,2.918819,pre
1178,0.827092,4.13807,pre
1179,0.880082,1.972056,pre
1180,0.930348,4.033652,pre
1181,0.385313,2.883927,pre
1182,0.756169,1.839224,pre
1183,0.876983,2.713832,pre
1184,1.069097,2.156007,pre
1185,0.700577,2.186396,pre
1186,1.120096,1.729304,pre
1187,0.641154,2.340922,pre
1188,0.690175,2.425351,pre
1189,0.733707,2.591857,pre
1190,0.558952,1.614148,pre
1191,0.854317,2.871059,pre
1192,0.329565,3.325204,pre
1193,0.655175,2.979468,pre
1194,0.51192,3.323952,pre
1195,0.500656,2.637272,pre
1196,0.915553,3.577387,pre
1197,0.880915,2.113428,pre
1198,1.007437,1.732963,pre
1199,0.531956,2.730461,pre
1200,0.595885,2.773756,pre
1201,0.189677,2.022352,pre
1202,0.470224,2.615658,pre
1203,0.997913,2.786931,pre
1204,0.442262,2.874672,pre
1205,0.244242,3.438501,pre
1206,0.535648,3.159834,pre
1207,0.826062,1.510515,pre
1208,0.10913,3.511884,pre
1209,0.429272,2.556367,pre
1210,0.598711,2.038664,pre
1211,0.965086,1.835733,pre
1212,0.305678,3.051428,pre
1213,0.828239,2.863787,pre
1214,0.328892,3.092841,pre
1215,0.168025,2.492402,pre
1216,0.130792,2.265544,pre
1217,0.347632,4.339962,pre
1218,0.38577,1.499413,pre
1219,0.299054,2.356176,pre
1220,0.63118,2.643661,pre
1221,0.403797,2.520495,pre
1222,0.318186,2.577706,pre
1223,0.182181,2.01538,pre
1224,-0.00306,2.974664,pre
1225,-0.180815,1.137142,pre
1226,0.350395,1.748762,pre
1227,0.291353,2.148016,pre
1228,0.614208,2.257996,pre
1229,0.333615,2.502709,pre
1230,0.447994,2.26501,pre
1231,0.246746,1.532515,pre
1232,0.01969,2.179667,pre
1233,0.284417,2.251985,pre
1234,0.284657,2.842184,pre
1235,-0.016967,1.981581,pre
1236,0.167836,3.058829,pre
1237,0.662833,1.798103,pre
1238,-0.132091,1.877025,pre
1239,0.505835,2.277185,pre
1240,0.068566,1.668754,pre
1241,0.483434,2.252435,pre
1242,-0.110402,1.393162,pre
1243,0.071302,2.025212,pre
1244,0.153135,1.590006,pre
1245,0.034643,1.672718,pre
1246,0.214929,2.651014,pre
1247,-0.004025,2.431664,pre
1248,0.327348,2.710632,pre
1249,0.055171,1.731468,pre
1250,0.173105,1.824493,pre
1251,-0.308953,1.149095,pre
1252,-0.189727,1.625347,pre
1253,0.234687,2.596509,pre
1254,0.076952,1.714004,pre
1255,-0.096767,1.221001,pre
1256,-0.102522,1.851922,pre
1257,0.100874,2.334274,pre
1258,-0.156315,1.148759,pre
1259,-0.094118,1.5371,pre
1260,-0.536822,1.697158,pre
1261,0.305712,2.620199,pre
1262,0.041266,1.342304,pre
1263,0.045435,2.577652,pre
1264,-0.651387,1.416663,pre
1265,-0.19259,1.176255,pre
1266,-0.301943,1.144243,pre
1267,-0.556104,1.570602,pre
1268,-0.042413,1.356966,pre
1269,0.072034,1.34309,pre
1270,-0.386996,1.894103,pre
1271,-0.318139,1.519088,pre
1272,0.154914,1.472867,pre
1273,-0.697471,1.157428,pre
1274,-0.110986,0.900322,pre
1275,-0.387522,0.812872,pre
1276,-0.349771,1.364477,pre
1277,-0.485563,1.216295,pre
1278,-0.070469,1.866323,pre
1279,-0.638204,1.405335,pre
1280,-0.127472,1.492809,pre
1281,-0.028163,1.424871,pre
1282,-0.801786,1.097343,pre
1283,-0.684632,1.288122,pre
1284,-0.266489,1.421175,pre
1285,-0.664857,0.927128,pre
1286,-0.609998,1.191457,pre
1287,-0.559721,2.174265,pre
1288,-0.545701,0.917964,pre
1289,-0.294779,1.626499,pre
1290,-0.632505,0.96107,pre
1291,-0.47039,1.681543,pre
1292,-0.31925,0.85906,pre
1293,-0.899534,1.168052,pre
1294,-0.697583,1.244611,pre
1295,-0.320878,1.053599,pre
1296,-0.640524,1.330346,pre
1297,-1.190646,0.922357,pre
1298,-0.781721,1.546553,pre
1299,-0.373566,1.145748,pre
1300,-0.694432,1.264392,pre
1301,-0.699064,0.751558,pre
1302,-0.644373,0.794409,pre
1303,-0.437993,1.234428,pre
1304,-0.750464,1.058417,pre
1305,-0.518434,0.971609,pre
1306,-0.503768,0.819789,pre
1307,-0.911301,1.088271,pre
1308,-0.68148,0.879767,pre
1309,-0.809909,0.836048,pre
1310,-0.580308,0.569231,pre
1311,-1.070722,1.469137,pre
1312,-0.317857,1.051021,pre
1313,-0.375031,1.106783,pre
1314,-0.931023,0.519345,pre
1315,-0.896437,0.863707,pre
1316,-0.964635,0.7604,pre
1317,-0.780076,0.605025,pre
1318,-0.879511,0.959951,pre
1319,-0.734283,1.021856,pre
1320,-1.239318,0.634496,pre
1321,-0.738826,0.755751,pre
1322,-0.782398,1.143119,pre
1323,-1.194141,0.477908,pre
1324,-0.732574,0.926297,pre
1325,-0.795279,0.692161,pre
1326,-0.873983,0.665362,pre
1327,-0.826837,0.565805,pre
1328,-0.734359,0.865573,pre
1329,-0.750847,0.569238,pre
1330,-0.952231,0.900698,pre
1331,-0.56345,0.959116,pre
1332,-0.86666,0.460371,pre
1333,-0.897874,0.501898,pre
1334,-0.634029,0.710584,pre
1335,-0.628296,0.537297,pre
1336,-1.057459,0.569679,pre
1337,-1.135901,0.534296,pre
1338,-1.070246,0.621718,pre
1339,-1.193349,0.739396,pre
1340,-1.350126,0.51148,pre
1341,-0.832454,0.734922,pre
1342,-0.951519,0.7205,pre
1343,-0.759594,0.373783,pre
1344,-0.925492,0.500174,pre
1345,-0.827486,0.747986,pre
1346,-1.058343,0.557295,pre
1347,-1.178761,0.309874,pre
1348,-0.748457,0.455043,pre
1349,-0.756818,0.668701,pre
1350,-1.384485,0.514706,pre
1351,-0.735541,0.480126,pre
1352,-1.401865,0.549223,pre
1353,-0.97345,0.633223,pre
1354,-1.0641,0.425168,pre
1355,-1.000597,0.620694,pre
1356,-0.697572,0.595974,pre
1357,-1.288331,0.402515,pre
1358,-1.043639,0.548431,pre
1359,-0.341529,0.441041,pre
1360,-1.351864,0.566377,pre
1361,-1.141211,0.345333,pre
1362,-0.996949,0.78578,pre
1363,-0.938663,0.676705,pre
1364,-1.123788,0.378661,pre
1365,-1.058623,0.393204,pre
1366,-0.722574,0.34318,pre
1367,-1.040137,0.417478,pre
1368,-0.933245,0.4429,pre
1369,-0.904773,0.47857,pre
1370,-0.896268,0.290687,pre
1371,-0.875611,0.483213,pre
1372,-0.985631,0.485703,pre
1373,-1.176853,0.298799,pre
1374,-1.014489,0.476617,pre
1375,-1.240855,0.473043,pre
1376,-0.976573,0.44144,pre
1377,-1.086659,0.459365,pre
1378,-1.028873,0.452806,pre
1379,-1.27351,0.476688,pre
1380,-1.068796,0.377345,pre
1381,-1.269593,0.556523,pre
1382,-1.09755,0.426399,pre
1383,-0.863224,0.440158,pre
1384,-0.933506,0.486779,pre
1385,-0.767524,0.511591,pre
1386,-0.868469,0.34689,pre
1387,-0.960654,0.315045,pre
1388,-0.737108,0.357829,pre
1389,-0.686635,0.3002,pre
1390,-1.332134,0.253102,pre
1391,-0.756818,0.466833,pre
1392,-0.782778,0.404585,pre
1393,-0.739048,0.444694,pre
1394,-1.198832,0.362655,pre
1395,-0.36635,0.442299,pre
1396,-1.613944,0.391285,pre
1397,-0.960312,0.300194,pre
1398,-0.928995,0.44145,pre
1399,-0.992289,0.444641,pre
1400,-0.764088,0.234382,pre
1401,-0.91609,0.471014,pre
1402,-1.137504,0.258351,pre
1403,-0.586226,0.383689,pre
1404,-1.007807,0.363187,pre
1405,-0.777107,0.389859,pre
1406,-1.091705,0.503794,pre
1407,-1.185203,0.280723,pre
1408,-1.066701,0.335474,pre
1409,-1.174316,0.734724,pre
1410,-0.77155,0.259825,pre
1411,-1.287428,0.307304,pre
1412,-1.138464,0.362756,pre
1413,-0.881332,0.395248,pre
1414,-1.311184,0.366871,pre
1415,-1.002529,0.369885,pre
1416,-0.946414,0.463762,pre
1417,-0.527404,0.365161,pre
1418,-0.921911,0.376364,pre
1419,-0.981816,0.416517,pre
1420,-1.010132,0.383372,pre
1421,-0.725723,0.387886,pre
1422,-0.910459,0.376609,pre
1423,-0.959477,0.322722,pre
1424,-0.886258,0.346166,pre
1425,-0.542709,0.303163,pre
1426,-0.40961,0.400792,pre
1427,-0.954768,0.34861,pre
1428,-0.781158,0.377948,pre
1429,-0.859508,0.28142,pre
1430,-0.306164,0.37475,pre
1431,-0.614752,0.294544,pre
1432,-1.199408,0.337196,pre
1433,-0.854468,0.409598,pre
1434,-1.310701,0.396731,pre
1435,-0.75221,0.493608,pre
1436,-0.544318,0.433721,pre
1437,-0.935158,0.369816,pre
1438,-1.023277,0.459277,pre
1439,-0.379707,0.516944,pre
1440,-0.925705,0.251265,pre
1441,-0.448387,0.502481,pre
1442,-0.612493,0.456095,pre
1443,-0.43633,0.482194,pre
1444,-0.39642,0.270375,pre
1445,-0.352446,0.740118,pre
1446,-0.318682,0.19548,pre
1447,-0.544009,0.398932,pre
1448,-0.56499,0.356463,pre
1449,-0.836752,0.380906,pre
1450,-0.890388,0.474289,pre
1451,-0.727918,0.369476,pre
1452,-0.601223,0.323401,pre
1453,-0.803694,0.522112,pre
1454,-0.338413,0.349517,pre
1455,-0.734592,0.474359,pre
1456,-0.440058,0.333876,pre
1457,-0.296832,0.301792,pre
1458,-0.799163,0.331994,pre
1459,-0.237004,0.279341,pre
1460,-1.008862,0.47139,pre
1461,-0.413263,0.24487,pre
1462,-0.081652,0.337788,pre
1463,-0.309524,0.417739,pre
1464,-0.208396,0.270821,pre
1465,-0.564128,0.358352,pre
1466,-0.339782,0.348856,pre
1467,-0.126312,0.604497,pre
1468,-0.723661,0.403897,pre
1469,-0.129356,0.367375,pre
1470,-0.720451,0.369258,pre
1471,-0.481107,0.503949,pre
1472,0.311046,0.412013,pre
1473,-0.205153,0.395833,pre
1474,-0.343654,0.42242,pre
1475,-0.064326,0.563345,pre
1476,-0.357994,0.731387,pre
1477,-0.129567,0.395806,pre
1478,-0.359101,0.466603,pre
1479,-0.849648,0.416411,pre
1480,-0.130593,0.675885,pre
1481,-0.364369,0.534334,pre
1482,-0.367671,0.294337,pre
1483,-0.211058,0.38471,pre
1484,0.135928,0.280538,pre
1485,-0.113516,0.469624,pre
1486,0.035424,0.621308,pre
1487,-0.005371,0.38968,pre
1488,-0.124826,0.387602,pre
1489,0.02999,0.645516,pre
1490,-0.159912,0.375131,pre
1491,-0.425184,0.628375,pre
1492,-0.013453,0.572884,pre
1493,-0.657305,0.599649,pre
1494,-0.321879,0.734806,pre
1495,-0.077676,0.723313,pre
1496,-0.090434,0.747902,pre
1497,-0.142781,0.557215,pre
1498,0.222018,0.573267,pre
1499,-0.279969,0.41774,pre
1500,-0.653411,0.406565,pre
1501,0.207679,0.4752,pre
1502,0.036406,0.572002,pre
1503,0.010568,0.438932,pre
1504,-0.047562,0.691099,pre
1505,-0.358959,0.479356,pre
1506,-0.162849,0.663752,pre
1507,0.214705,0.775353,pre
1508,0.105066,0.464531,pre
1509,-0.241871,0.842148,pre
1510,0.274876,0.37982,pre
1511,0.334385,0.608204,pre
1512,0.116567,0.989551,pre
1513,0.158541,0.770759,pre
1514,0.527308,0.791275,pre
1515,0.286091,0.608112,pre
1516,0.504679,0.657083,pre
1517,0.200738,0.882722,pre
1518,0.594143,0.527337,pre
1519,0.217578,0.907541,pre
1520,0.478127,0.499271,pre
1521,0.174647,0.562023,pre
1522,0.003701,1.280958,pre
1523,0.53542,0.779859,pre
1524,0.871043,0.689226,pre
1525,0.227547,1.018485,pre
1526,0.688158,0.694169,pre
1527,0.273592,0.849256,pre
1528,0.575516,0.693629,pre
1529,0.109114,0.4553,pre
1530,0.437036,0.894706,pre
1531,0.188864,0.682033,pre
1532,0.053346,0.620231,pre
1533,0.566663,0.838873,pre
1534,0.816787,1.125569,pre
1535,0.228653,0.903863,pre
1536,0.216147,1.029068,pre
1537,0.180255,0.983632,pre
1538,0.345045,0.902726,pre
1539,0.637116,1.043094,pre
1540,0.659811,0.852886,pre
1541,0.603466,0.714596,pre
1542,0.69352,0.939541,pre
1543,0.39722,0.531286,pre
1544,0.481997,0.738162,pre
1545,0.706339,0.894877,pre
1546,0.476,0.84146,pre
1547,0.31647,0.885614,pre
1548,0.222856,1.290646,pre
1549,1.251969,0.783682,pre
1550,0.162856,0.526492,pre
1551,0.605234,1.253727,pre
1552,1.091509,1.035249,pre
1553,0.827237,0.995768,pre
1554,0.581355,0.98942,pre
1555,0.770756,0.713518,pre
1556,1.093295,0.940286,pre
1557,0.703993,1.223911,pre
1558,0.52374,1.043376,pre
1559,1.038306,0.766705,pre
1560,1.151795,1.335573,pre
1561,0.447515,1.450218,pre
1562,0.882339,1.129519,pre
1563,0.743873,1.195896,pre
1564,0.895719,1.7201,pre
1565,0.860643,1.390541,pre
1566,0.732385,1.821643,pre
1567,0.855504,1.297955,pre
1568,0.451619,1.857211,pre
1569,0.411338,1.263616,pre
1570,0.950701,1.531555,pre
1571,0.799971,1.228815,pre
1572,0.753384,0.936366,pre
1573,0.374977,1.666255,pre
1574,0.659192,2.649243,pre
1575,0.857068,1.224451,pre
1576,0.694759,2.04256,pre
1577,0.843854,1.350922,pre
1578,0.92682,1.737887,pre
1579,0.803153,1.080631,pre
1580,0.951226,1.61844,pre
1581,0.790228,1.325266,pre
1582,0.777938,1.064212,pre
1583,0.800397,1.688435,pre
1584,1.029906,2.262938,pre
1585,1.081573,1.126736,pre
1586,1.466161,1.196541,pre
1587,0.64231,1.26858,pre
1588,0.716977,1.312796,pre
1589,1.060443,1.898516,pre
1590,1.314243,2.148156,pre
1591,1.216768,1.730855,pre
1592,0.798315,1.939562,pre
1593,0.750674,1.477714,pre
1594,1.349178,1.713129,pre
1595,1.315488,1.977232,pre
1596,0.987961,1.533841,pre
1597,1.363906,1.353926,pre
1598,0.940994,1.214761,pre
1599,0.742623,3.556635,pre
1600,0.938404,1.169006,pre
1601,0.974845,1.810345,pre
1602,0.568629,2.807086,pre
1603,0.919153,2.493756,pre
1604,0.86073,1.70698,pre
1605,1.091405,1.973227,pre
1606,0.838825,2.903882,pre
1607,1.0950820000000001,1.920561,pre
1608,1.111341,1.803241,pre
1609,0.910024,2.809188,pre
1610,0.97141,3.03907,pre
1611,1.579943,1.586983,pre
1612,1.373694,2.462476,pre
1613,1.377342,2.213926,pre
1614,1.004989,2.378083,pre
1615,0.78217,2.225267,pre
1616,1.136392,2.184845,pre
1617,1.011463,2.358769,pre
1618,1.892298,1.54592,pre
1619,0.514185,1.533119,pre
1620,0.947319,2.581519,pre
1621,1.369666,2.172182,pre
1622,0.47466,2.069867,pre
1623,0.934772,1.440284,pre
1624,1.083438,1.899345,pre
1625,0.945091,2.372156,pre
1626,0.766978,2.10789,pre
1627,0.969124,2.219655,pre
1628,1.333922,2.66807,pre
1629,0.661654,2.284376,pre
1630,1.351736,2.478573,pre
1631,1.225671,2.166361,pre
1632,0.686962,2.300225,pre
1633,0.619761,2.385434,pre
1634,1.002246,2.841134,pre
1635,1.06369,2.921775,pre
1636,1.287013,3.949444,pre
1637,0.979264,1.734503,pre
1638,1.091779,2.110718,pre
1639,1.306876,2.927047,pre
1640,1.27496,3.897256,pre
1641,1.186378,3.647159,pre
1642,1.058247,2.351503,pre
1643,1.069764,2.074221,pre
1644,1.272287,4.043564,pre
1645,1.244135,3.630588,pre
1646,0.950003,2.795445,pre
1647,1.053175,4.203291,pre
1648,1.38166,2.569649,pre
1649,1.322706,2.191246,pre
1650,0.706745,2.438431,pre
1651,1.309149,2.652083,pre
1652,0.921527,1.691045,pre
1653,0.545291,2.527569,pre
1654,1.257448,2.294748,pre
1655,0.950893,2.926713,pre
1656,1.166839,2.258954,pre
1657,1.40501,2.943074,pre
1658,1.185209,2.922453,pre
1659,0.821708,2.403792,pre
1660,0.871096,2.607883,pre
1661,0.652622,5.146475,pre
1662,0.688414,4.208114,pre
1663,1.010519,3.958421,pre
1664,0.807472,2.81877,pre
1665,1.04087,2.314871,pre
1666,1.078286,3.000908,pre
1667,0.954789,2.713072,pre
1668,0.757865,6.789322,pre
1669,0.476512,1.726616,pre
1670,0.872985,2.548176,pre
1671,0.578074,3.986698,pre
1672,0.992091,1.614067,pre
1673,1.016744,2.487772,pre
1674,0.895343,2.645703,pre
1675,0.549489,2.656179,pre
1676,0.612783,2.228761,pre
1677,0.671114,2.749121,pre
1678,0.823095,3.7542,pre
1679,1.367588,2.11332,pre
1680,0.540346,4.030923,pre
1681,0.223231,3.625017,pre
1682,0.724151,1.993226,pre
1683,0.53613,1.604407,pre
1684,0.194403,2.864439,pre
1685,0.510392,2.799416,pre
1686,0.626914,3.446747,pre
1687,0.435986,2.607011,pre
1688,0.881565,3.260565,pre
1689,0.920563,3.305692,pre
1690,0.603346,3.470124,pre
1691,0.304936,3.485901,pre
1692,0.814555,2.81755,pre
1693,0.442867,3.097672,pre
1694,0.439577,3.796513,pre
1695,0.674701,3.827486,pre
1696,0.383655,2.700512,pre
1697,0.544189,2.632626,pre
1698,0.415187,3.603014,pre
1699,0.695976,3.35531,pre
1700,0.376209,1.909966,pre
1701,0.366633,3.324467,pre
1702,0.326797,2.467356,pre
1703,0.559638,1.618323,pre
1704,0.850132,3.184624,pre
1705,0.313607,2.43272,pre
1706,0.5797,3.126125,pre
1707,0.35041,4.031132,pre
1708,0.231494,3.065633,pre
1709,0.76551,2.445362,pre
1710,0.339447,2.366137,pre
1711,0.875906,2.008093,pre
1712,0.287833,2.060538,pre
1713,0.612632,2.871648,pre
1714,0.714789,2.230218,pre
1715,0.960959,2.833163,pre
1716,0.206633,2.768876,pre
1717,0.422008,2.694996,pre
1718,0.62533,2.014204,pre
1719,0.254362,1.654195,pre
1720,0.516838,2.357884,pre
1721,0.248749,1.638159,pre
1722,0.061308,2.624176,pre
1723,-0.226473,2.827752,pre
1724,0.449604,2.369943,pre
1725,0.22354,1.798285,pre
1726,0.726511,1.756417,pre
1727,0.005925,1.948933,pre
1728,0.150832,2.095918,pre
1729,0.462675,3.800355,pre
1730,0.183438,1.644171,pre
1731,0.358514,1.214682,pre
1732,0.562467,2.036792,pre
1733,0.756211,1.735594,pre
1734,0.212557,1.177715,pre
1735,-0.022143,1.724825,pre
1736,-0.096131,1.788996,pre
1737,0.026004,1.582291,pre
1738,0.043598,2.352663,pre
1739,-0.164959,2.760276,pre
1740,0.274781,1.821323,pre
1741,0.46883,1.405984,pre
1742,-0.010463,2.355012,pre
1743,-0.172232,1.518737,pre
1744,-0.243147,1.597279,pre
1745,0.255328,1.879062,pre
1746,0.058125,1.553353,pre
1747,-0.438524,1.799467,pre
1748,-0.005809,1.511001,pre
1749,0.012648,1.9739,pre
1750,-0.210945,1.353583,pre
1751,-0.317899,1.465237,pre
1752,-0.138377,1.44324,pre
1753,-0.21327,1.660786,pre
1754,-0.218839,2.418487,pre
1755,-0.638546,1.419816,pre
1756,-0.11266,1.955372,pre
1757,0.149321,1.362091,pre
1758,0.188729,1.28503,pre
1759,0.405732,1.930211,pre
1760,-0.059011,1.412595,pre
